ID_unique_number,Textual_Unit_ID,TextID,Stressed_unit,Morph,Lemma,Analysis,,PH023,1=o,2=u
93997,S0007-1993,0007,do diis,do,do 1,dat.,,1,,
94056,S0007-2004,0007,do oen forggnuis,do,do 1,dat.,,1,,
94144,S0007-2020,0007,do thórmuch,do,do 1,dat.,,1,,
94167,S0007-2028,0007,do thogarthid,do,do 1,dat.,,1,,
94352,S0007-2074,0007,do anmaim,do,do 1,dat.,,1,,
94378,S0007-2081,0007,dond ainmmnid,do,do 1,dat.,,1,,
94539,S0007-2131,0007,do úrfuisin,do,do 1,dat.,,1,,
94548,S0007-2134,0007,do gluais,do,do 1,dat.,,1,,
94642,S0007-2161,0007,do buith,do,do 1,dat.,,1,,
94649,S0007-2162,0007,do anmmaim,do,do 1,dat.,,1,,
94654,S0007-2162,0007,7 do anmmaim,do,do 1,dat.,,1,,
94715,S0007-2181,0007,do chor,do,do 1,dat.,,1,,
94728,S0007-2183,0007,do buith,do,do 1,dat.,,1,,
94862,S0007-2213,0007,do buith,do,do 1,dat.,,1,,
94979,S0007-2238,0007,dond láechraid,do,do 1,dat.,,1,,
94990,S0007-2240,0007,as doenscríbend,do,do 1,dat.,,1,,
95001,S0007-2243,0007,do foxul,do,do 1,dat.,,1,,
95004,S0007-2243,0007,do ḟorcomet,do,do 1,dat.,,1,,
95148,S0007-2281,0007,donaib ingenaib,do,do 1,dat.,,1,,
95151,S0007-2282,0007,donaib ingenaib,do,do 1,dat.,,1,,
95161,S0007-2284,0007,do thecht,do,do 1,dat.,,1,,
95254,S0007-2305,0007,do buith,do,do 1,dat.,,1,,
95348,S0007-2335,0007,do tholuascad,do,do 1,dat.,,1,,
95351,S0007-2335,0007,7 do leiciud,do,do 1,dat.,,1,,
95442,S0007-2355,0007,do glanad,do,do 1,dat.,,1,,
95472,S0007-2356,0007,do accomol,do,do 1,dat.,,1,,
95489,S0007-2359,0007,do epirt,do,do 1,dat.,,1,,
95491,S0007-2359,0007,donaib huilib,do,do 1,dat.,,1,,
95503,S0007-2359,0007,do epirt ,do,do 1,dat.,,1,,
95516,S0007-2362,0007,don decmaiṅg,do,do 1,dat.,,1,,
95535,S0007-2366,0007,don menmmain,do,do 1,dat.,,1,,
95642,S0007-2388,0007,do thoicdib,do,do 1,dat.,,1,,
95655,S0007-2390,0007,do grés,do,do 1,dat.,,1,,
95669,S0007-2391,0007,do chiallaib,do,do 1,dat.,,1,,
95752,S0007-2407,0007,do filid,do,do 1,dat.,,1,,
95768,S0007-2411,0007,do thaidbse,do,do 1,dat.,,1,,
95849,S0007-2425,0007,don chésad,do,do 1,dat.,,1,,
96002,S0007-2466,0007,do dechor,do,do 1,dat.,,1,,
96054,S0007-2478,0007,do frecṅdairc,do,do 1,dat.,,1,,
96260,S0007-2507,0007,do genitin,do,do 1,dat.,,1,,
96296,S0007-2510,0007,dond í,do,do 1,dat.,,1,,
96338,S0007-2519,0007,do denom,do,do 1,dat.,,1,,
96385,S0007-2526,0007,do thaidbse,do,do 1,dat.,,1,,
96435,S0007-2531,0007,donaib hí,do,do 1,dat.,,1,,
96496,S0007-2544,0007,do thaidbse,do,do 1,dat.,,1,,
96659,S0007-2576,0007,ɫ do luc,do,do 1,dat.,,1,,
96669,S0007-2578,0007,dond í,do,do 1,dat.,,1,,
96745,S0007-2594,0007,donaib hí,do,do 1,dat.,,1,,
96837,S0007-2605,0007,do gres,do,do 1,dat.,,1,,
96853,S0007-2608,0007,do buith,do,do 1,dat.,,1,,
96888,S0007-2611,0007,dond í,do,do 1,dat.,,1,,
96964,S0007-2622,0007,do brethir,do,do 1,dat.,,1,,
97036,S0007-2636,0007,do cach brethir,do,do 1,dat.,,1,,
97297,S0007-2667,0007,dond í,do,do 1,dat.,,1,,
97341,S0007-2675,0007,don dligud-so,do,do 1,dat.,,1,,
97614,S0007-2724,0007,do thaibsiu,do,do 1,dat.,,1,,
97640,S0007-2730,0007,don sorptum,do,do 1,dat.,,1,,
97953,S0007-2791,0007,do thaidbsin,do,do 1,dat.,,1,,
97963,S0007-2791,0007,dond fritobairt,do,do 1,dat.,,1,,
97972,S0007-2791,0007,don ṡoilsi,do,do 1,dat.,,1,,
98057,S0007-2805,0007,donaib teoraib,do,do 1,dat.,,1,,
98242,S0007-2834,0007,don díruidigthiu ,do,do 1,dat.,,1,,
98306,S0007-2840,0007,do chosmailius,do,do 1,dat.,,1,,
98371,S0007-2849,0007,do ranngabáil,do,do 1,dat.,,1,,
98378,S0007-2849,0007,donaib anmanib-so,do,do 1,dat.,,1,,
98430,S0007-2854,0007,do neuch,do,do 1,dat.,,1,,
98447,S0007-2855,0007,do rangabáil,do,do 1,dat.,,1,,
98554,S0007-2873,0007,do inṡchosc,do,do 1,dat.,,1,,
98597,S0007-2880,0007,donab huilib,do,do 1,dat.,,1,,
98643,S0007-2888,0007,do brethir,do,do 1,dat.,,1,,
98678,S0007-2893,0007,do accomol,do,do 1,dat.,,1,,
98680,S0007-2893,0007,do anmanaib,do,do 1,dat.,,1,,
98712,S0007-2898,0007,do buith,do,do 1,dat.,,1,,
98789,S0007-2914,0007,do tharbataid,do,do 1,dat.,,1,,
98816,S0007-2919,0007,do epirt,do,do 1,dat.,,1,,
98823,S0007-2920,0007,doṅdib dligedib,do,do 1,dat.,,1,,
98842,S0007-2924,0007,do inis,do,do 1,dat.,,1,,
99273,S0007-2980,0007,do neoch,do,do 1,dat.,,1,,
99292,S0007-2980,0007,dond í,do,do 1,dat.,,1,,
99377,S0007-2990,0007,dond í,do,do 1,dat.,,1,,
99419,S0007-2993,0007,do chinniud,do,do 1,dat.,,1,,
99606,S0007-3016,0007,do línad,do,do 1,dat.,,1,,
99650,S0007-3022,0007,dond atrub,do,do 1,dat.,,1,,
99704,S0007-3030,0007,do neuch,do,do 1,dat.,,1,,
99711,S0007-3030,0007,do neuch,do,do 1,dat.,,1,,
99716,S0007-3030,0007,dond í,do,do 1,dat.,,1,,
99724,S0007-3030,0007,dond í,do,do 1,dat.,,1,,
99911,S0007-3060,0007,do thaidbsin,do,do 1,dat.,,1,,
99975,S0007-3067,0007,do eipirt,do,do 1,dat.,,1,,
100107,S0007-3085,0007,donaib cenelaib-sin,do,do 1,dat.,,1,,
100228,S0007-3108,0007,do dechrugud,do,do 1,dat.,,1,,
100307,S0007-3114,0007,do láni,do,do 1,dat.,,1,,
100471,S0007-3130,0007,do epirt,do,do 1,dat.,,1,,
100795,S0007-3186,0007,do dechur,do,do 1,dat.,,1,,
100854,S0007-3196,0007,do ainmnid,do,do 1,dat.,,1,,
100857,S0007-3196,0007,7 do genitin,do,do 1,dat.,,1,,
100863,S0007-3198,0007,do foxlaid,do,do 1,dat.,,1,,
101151,S0007-3236,0007,do ṡuidib,do,do 1,dat.,,1,,
101264,S0007-3250,0007,do gres,do,do 1,dat.,,1,,
101300,S0007-3252,0007,do neuch,do,do 1,dat.,,1,,
101347,S0007-3266,0007,dond ainmnid,do,do 1,dat.,,1,,
101352,S0007-3266,0007,do ṡui,do,do 1,dat.,,1,,
101431,S0007-3273,0007,do persin,do,do 1,dat.,,1,,
101443,S0007-3273,0007,do ṡuidiu,do,do 1,dat.,,1,,
101567,S0007-3288,0007,do persin,do,do 1,dat.,,1,,
101639,S0007-3290,0007,do línad,do,do 1,dat.,,1,,
101660,S0007-3290,0007,fa do nach ailiu,do,do 1,dat.,,1,,
101680,S0007-3291,0007,do ṡlund,do,do 1,dat.,,1,,
101692,S0007-3292,0007,acht is do línad,do,do 1,dat.,,1,,
101734,S0007-3300,0007,do línad,do,do 1,dat.,,1,,
101823,S0007-3321,0007,do línad,do,do 1,dat.,,1,,
101835,S0007-3321,0007,do thórmuch,do,do 1,dat.,,1,,
101844,S0007-3322,0007,do ḟoilsigud,do,do 1,dat.,,1,,
101887,S0007-3327,0007,do chenelaib,do,do 1,dat.,,1,,
101998,S0007-3347,0007,do rannaib,do,do 1,dat.,,1,,
102002,S0007-3347,0007,do minrannaib,do,do 1,dat.,,1,,
102116,S0007-3364,0007,do persin,do,do 1,dat.,,1,,
102199,S0007-3380,0007,do remsuidigthib,do,do 1,dat.,,1,,
102329,S0007-3406,0007,dond ḟorcomét,do,do 1,dat.,,1,,
102401,S0007-3418,0007,do rannaib,do,do 1,dat.,,1,,
102446,S0007-3424,0007,do buith,do,do 1,dat.,,1,,
102459,S0007-3426,0007,do genitin,do,do 1,dat.,,1,,
102505,S0007-3438,0007,do brith,do,do 1,dat.,,1,,
102514,S0007-3440,0007,do immdogod,do,do 1,dat.,,1,,
102528,S0007-3443,0007,don chathraig,do,do 1,dat.,,1,,
102591,S0007-3454,0007,do ingin,do,do 1,dat.,,1,,
102854,S0007-3518,0007,ɫ donaib comḟogrichthib,do,do 1,dat.,,1,,
102934,S0007-3535,0007,cid do ṡe,do,do 1,dat.,,1,,
103043,S0008-24,0008,do epsilien,do,do 1,dat.,,1,,
103445,S0009-85,0009,donaib hí,do,do 1,dat.,,1,,
103618,S0011-9,0011,do anmnith,do,do 1,dat.,,1,,
88927,S0007-725,0007,do aestóasc,do,do 1,dat.sg.,,1,,
89126,S0007-759,0007,do chumtúth,do,do 1,dat.sg.,,1,,
121505,S0058-42,0058,dó ochtimbir,dó,do 1,,,1,,
28924,S0006-194,0006,dómes,dó,do 1,dat.,,1,,
82127,S0005-146,0005,do·regtis,do ,do·,,,1,,
83440,S0005-201,0005,do mac,do ,2sg.poss.pron.,,,1,,
83750,S0005-213,0005,do·dechuid,do ,do·,,,1,,
118645,S0030-1,0030,do.in̄tērbēthotha,do.,do·,,,1,,
79151,S0005-18,0005,do·fíed,do·,do·,,,1,,
79284,S0005-24,0005,do·fáisced,do·,do·,,,1,,
79474,S0005-32,0005,acht do·furgabad,do·,do·,,,1,,
79567,S0005-36,0005,do·dechuid,do·,do·,,,1,,
79596,S0005-38,0005,do·beirthe,do·,do·,,,1,,
79733,S0005-44,0005,do·beirthe,do·,do·,,,1,,
79804,S0005-47,0005,do·dechuid,do·,do·,,,1,,
79847,S0005-49,0005,do·bert,do·,do·,,,1,,
79885,S0005-51,0005,Do·breth,Do·,do·,,,1,,
79931,S0005-53,0005,Do·breth,Do·,do·,,,1,,
79975,S0005-54,0005,cía do·bérad,do·,do·,,,1,,
79991,S0005-55,0005,do·luid,do·,do·,,,1,,
80525,S0005-79,0005,trá do·bert,do·,do·,,,1,,
80546,S0005-80,0005,do·llotar,do·,do·,,,1,,
80558,S0005-80,0005,In tan do·lléicthea,do·,do·,,,1,,
80567,S0005-81,0005,do·breth,do·,do·,,,1,,
80589,S0005-82,0005,Do·breth,Do·,do·,,,1,,
80620,S0005-83,0005,do·breth,do·,do·,,,1,,
80667,S0005-85,0005,do·bert,do·,do·,,,1,,
80686,S0005-86,0005,do·breth,do·,do·,,,1,,
80729,S0005-88,0005,do·foíded,do·,do·,,,1,,
80972,S0005-97,0005,do·ngegai,do·,do·,,,1,,
81050,S0005-101,0005,do·rairngred,do·,do·,,,1,,
81055,S0005-101,0005,do·n-icfed,do·,do·,,,1,,
81143,S0005-105,0005,do·roächt,do·,do·,,,1,,
81155,S0005-105,0005,do·n-etarraith,do·,do·,,,1,,
81361,S0005-114,0005,do·raithmet,do·,do·,,,1,,
81580,S0005-123,0005,do·rindnacht,do·,do·,,,1,,
81655,S0005-127,0005,do·rairngred,do·,do·,,,1,,
82155,S0005-147,0005,do·rósat,do·,do·,,,1,,
28124,S0006-50,0006,docuirifar     ,do·,do·,,,1,,
28159,S0006-56,0006,dorintai,do·,do·,,,1,,
28386,S0006-97,0006,doralad,do·,do·,,,1,,
85509,S0007-24,0007,do·immthastar,do·,do·,,,1,,
85587,S0007-37,0007,do·beir,do·,do·,,,1,,
86051,S0007-124,0007,ce do·inscanasí,do·,do·,,,1,,
86218,S0007-160,0007,do·rochuirsemmar,do·,do·,,,1,,
86261,S0007-167,0007,amal do·n-adbat,do·,do·,,,1,,
86391,S0007-193,0007,do·furgabtais,do·,do·,,,1,,
86449,S0007-203,0007,do·ratath,do·,do·,,,1,,
86611,S0007-243,0007,do·foirṅde,do·,do·,,,1,,
86959,S0007-303,0007,do·fuibnimm,do·,do·,,,1,,
86966,S0007-306,0007,do·fuarat,do·,do·,,,1,,
87182,S0007-386,0007,ma do·coisgedar,do·,do·,,,1,,
87211,S0007-392,0007,do·cuiriur,do·,do·,,,1,,
87340,S0007-419,0007,do·dichsed,do·,do·,,,1,,
87367,S0007-421,0007,do·fuasilcther,do·,do·,,,1,,
87410,S0007-430,0007,ar do·fuasalcat,do·,do·,,,1,,
87548,S0007-467,0007,do·berr,do·,do·,,,1,,
87643,S0007-487,0007,do·fuibnimm,do·,do·,,,1,,
87649,S0007-490,0007,do·aithbiuch,do·,do·,,,1,,
87711,S0007-507,0007,do·ommalgg,do·,do·,,,1,,
87722,S0007-510,0007,do·rat,do·,do·,,,1,,
87749,S0007-520,0007,do·gáithaimm,do·,do·,,,1,,
87760,S0007-524,0007,do·gaithaim,do·,do·,,,1,,
87989,S0007-572,0007,ar do·intám,do·,do·,,,1,,
88094,S0007-584,0007,huare do·foirṅdet,do·,do·,,,1,,
88136,S0007-587,0007,Do·fúasailcet,Do·,do·,,,1,,
88287,S0007-615,0007,do·indnaich,do·,do·,,,1,,
88294,S0007-618,0007,do·n-adbat,do·,do·,,,1,,
88561,S0007-661,0007,do·ḟormmagddar,do·,do·,,,1,,
88593,S0007-663,0007,do·ḟormagar,do·,do·,,,1,,
88656,S0007-675,0007,do·rochair,do·,do·,,,1,,
88716,S0007-687,0007,do·rochair,do·,do·,,,1,,
88835,S0007-707,0007,do·beir,do·,do·,,,1,,
89017,S0007-742,0007,do·ratad,do·,do·,,,1,,
89091,S0007-753,0007,do·rósat,do·,do·,,,1,,
89109,S0007-756,0007,do·ḟorsat,do·,do·,,,1,,
89247,S0007-776,0007,do·soither,do·,do·,,,1,,
89313,S0007-788,0007,can do·berr,do·,do·,,,1,,
89791,S0007-887,0007,do·berr,do·,do·,,,1,,
89803,S0007-891,0007,do·ḟoirṅde,do·,do·,,,1,,
90304,S0007-1020,0007,ol do·n-ecmaiṅg,do·,do·,,,1,,
90663,S0007-1088,0007,do·furcabar,do·,do·,,,1,,
90849,S0007-1125,0007,do·berat,do·,do·,,,1,,
90856,S0007-1125,0007,do·berar,do·,do·,,,1,,
91509,S0007-1371,0007,do·fórmgat,do·,do·,,,1,,
91557,S0007-1390,0007,do·dúrgimm,do·,do·,,,1,,
91793,S0007-1452,0007,do·soithær,do·,do·,,,1,,
91856,S0007-1472,0007,do·ḟormagar,do·,do·,,,1,,
91994,S0007-1497,0007,do·foirṅde,do·,do·,,,1,,
92118,S0007-1536,0007,do·aurchanaim,do·,do·,,,1,,
92130,S0007-1544,0007,do·ǽrbai,do·,do·,,,1,,
92148,S0007-1549,0007,do·ḟuisim,do·,do·,,,1,,
92152,S0007-1549,0007,7 do·ḟuisemar,do·,do·,,,1,,
92177,S0007-1554,0007,do·cuirethar,do·,do·,,,1,,
92204,S0007-1562,0007,do·rurgabtha,do·,do·,,,1,,
92441,S0007-1621,0007,cia do·berthar,do·,do·,,,1,,
92538,S0007-1654,0007,ní do·ḟuisim,do·,do·,,,1,,
92800,S0007-1736,0007,do·foirnde,do·,do·,,,1,,
92950,S0007-1763,0007,do·formagar,do·,do·,,,1,,
93107,S0007-1809,0007,do·dúrget,do·,do·,,,1,,
93363,S0007-1899,0007,do·tuit,do·,do·,,,1,,
93454,S0007-1909,0007,7 do·fuasailgther,do·,do·,,,1,,
93492,S0007-1915,0007,do·foirṅde,do·,do·,,,1,,
93499,S0007-1915,0007,do·fóirṅdet,do·,do·,,,1,,
93592,S0007-1928,0007,do·foirṅde,do·,do·,,,1,,
94036,S0007-2002,0007,do·airbirt,do·,do·,,,1,,
94044,S0007-2003,0007,do·beir-sem,do·,do·,,,1,,
94870,S0007-2213,0007,do·tét,do·,do·,,,1,,
95408,S0007-2344,0007,do·fóichred,do·,do·,,,1,,
95604,S0007-2378,0007,do·biur,do·,do·,,,1,,
95906,S0007-2442,0007,do·n-eprinn,do·,do·,,,1,,
95914,S0007-2443,0007,do·gáithim,do·,do·,,,1,,
95920,S0007-2445,0007,do·scéulaim,do·,do·,,,1,,
95953,S0007-2449,0007,do·fuislim,do·,do·,,,1,,
95963,S0007-2454,0007,do·dálim,do·,do·,,,1,,
96411,S0007-2529,0007,do·airbert,do·,do·,,,1,,
96547,S0007-2556,0007,do·díut,do·,do·,,,1,,
96688,S0007-2583,0007,do·erdechtim,do·,do·,,,1,,
96737,S0007-2593,0007,do·berr,do·,do·,,,1,,
96847,S0007-2607,0007,do·linim,do·,do·,,,1,,
96870,S0007-2609,0007,do·tet,do·,do·,,,1,,
96879,S0007-2610,0007,do·dechuid,do·,do·,,,1,,
97202,S0007-2655,0007,do·mbeir,do·,do·,,,1,,
97213,S0007-2657,0007,do·ḟoirṅded,do·,do·,,,1,,
97286,S0007-2664,0007,do·biur,do·,do·,,,1,,
97339,S0007-2675,0007,do·berr,do·,do·,,,1,,
97621,S0007-2726,0007,do·linim,do·,do·,,,1,,
97789,S0007-2762,0007,do·fuismin,do·,do·,,,1,,
97876,S0007-2776,0007,do·immurc,do·,do·,,,1,,
97896,S0007-2783,0007,do·fuismim,do·,do·,,,1,,
97960,S0007-2791,0007,do·berr,do·,do·,,,1,,
97983,S0007-2793,0007,do·rrochuirestar,do·,do·,,,1,,
98006,S0007-2796,0007,do·fuaircitis,do·,do·,,,1,,
98277,S0007-2836,0007,do·fórmágar,do·,do·,,,1,,
98418,S0007-2853,0007,do·beir,do·,do·,,,1,,
98550,S0007-2873,0007,do·berr,do·,do·,,,1,,
98695,S0007-2896,0007,do·cuirethar,do·,do·,,,1,,
99545,S0007-3012,0007,do·adbat,do·,do·,,,1,,
99719,S0007-3030,0007,do·dechuid,do·,do·,,,1,,
99745,S0007-3032,0007,do·biur,do·,do·,,,1,,
100077,S0007-3077,0007,do·mbeir-som,do·,do·,,,1,,
100233,S0007-3109,0007,do·fóirṅdet,do·,do·,,,1,,
100249,S0007-3109,0007,do·foirṅdet,do·,do·,,,1,,
100636,S0007-3152,0007,do·ḟoirde,do·,do·,,,1,,
100642,S0007-3152,0007,do·ḟoirnde,do·,do·,,,1,,
100705,S0007-3160,0007,do·ḟoirdet,do·,do·,,,1,,
100969,S0007-3215,0007,do·menad,do·,do·,,,1,,
101017,S0007-3220,0007,do·adbadar,do·,do·,,,1,,
101292,S0007-3252,0007,acht do·asilbthaer,do·,do·,,,1,,
101375,S0007-3271,0007,do·muinur-sa,do·,do·,,,1,,
101500,S0007-3280,0007,do·n-eprennet,do·,do·,,,1,,
101672,S0007-3290,0007,do·adbadar,do·,do·,,,1,,
101725,S0007-3299,0007,do·hucthar,do·,do·,,,1,,
102218,S0007-3385,0007,do·bertar,do·,do·,,,1,,
103171,S0009-10,0009,do·rosat,do·,do·,,,1,,
103519,S0009-100,0009,do·bber,do·,do·,,,1,,
115284,S0013-38,0013,l. do·rarbad,do·,do·,,,1,,
115364,S0013-60,0013,do·n-etarthatar,do·,do·,,,1,,
115496,S0013-100,0013,do·n-inscan,do·,do·,,,1,,
115580,S0013-127,0013,do·mathi,do·,do·,,,1,,
115582,S0013-128,0013,do·messatar,do·,do·,,,1,,
116257,S0021-48,0021,do·n-adbantar,do·,do·,,,1,,
117414,S0022-123,0022,do·n-aurchain,do·,do·,,,1,,
117454,S0022-130,0022,do·soí,do·,do·,,,1,,
117566,S0022-155,0022,do·eclannat,do·,do·,,,1,,
117655,S0022-188,0022,do·n-imchella,do·,do·,,,1,,
117836,S0022-251,0022,do·n-aitni,do·,do·,,,1,,
117989,S0023-10,0023,do·thét,do·,do·,,,1,,
118604,S0028-9,0028,do·áir[c]et,do·,do·,,,1,,
118751,S0036-13,0036,ɫ do·rochoir,do·,do·,,,1,,
119521,S0050-1,0050,do·mber-som,do·,do·,,,1,,
119552,S0050-6,0050,do·rími-som,do·,do·,,,1,,
119661,S0050-15,0050,do·rochair,do·,do·,,,1,,
119760,S0050-31,0050,do·n-uc-sum,do·,do·,,,1,,
119928,S0050-39,0050,do·foirndither,do·,do·,,,1,,
119970,S0050-42,0050,do·eirblíng,do·,do·,,,1,,
119985,S0050-43,0050,do·arblaing,do·,do·,,,1,,
120000,S0050-43,0050,do·arblaing,do·,do·,,,1,,
120142,S0050-55,0050,do·roacht,do·,do·,,,1,,
120275,S0050-72,0050,do·farlaic,do·,do·,,,1,,
120357,S0050-84,0050,do·n-inola,do·,do·,,,1,,
120386,S0050-86,0050,do·bertis,do·,do·,,,1,,
120407,S0050-86,0050,7 do·bertis ,do·,do·,,,1,,
120496,S0050-95,0050,do·mbert-side,do·,do·,,,1,,
120603,S0050-106,0050,do·cer,do·,do·,,,1,,
120623,S0050-106,0050,7 do·luid,do·,do·,,,1,,
120835,S0055-7,0055,do·sceulai,do·,do·,,,1,,
121593,S0058-68,0058,do·inscanna,do·,do·,,,1,,
121634,S0058-76,0058,do·ber,do·,do·,,,1,,
121683,S0058-79,0058,do·fuarat,do·,do·,,,1,,
115830,S0071-20,0071,do·dichthim,do·,do·,,,1,,
115836,S0071-22,0071,do·fuittim,do·,do·,,,1,,
92418,S0007-1619,0007,Dó·ṡuidigthi,Dó·,do·,,,1,,
82350,S0005-155,0005,don domun,don,do 1,dat.,,1,,
83167,S0005-189,0005,don choimdith,don,do 1,dat.,,1,,
83683,S0005-210,0005,don bithḟlaith,don,do 1,dat.,,1,,
84812,S0005-260,0005,donaib nóebaib,donaib,do 1,dat.,,1,,
83355,S0005-198,0005,Dot mac,Dot,do 1,dat.,,1,,
83694,S0005-211,0005,dot mac,dot,do 1,dat.,,1,,
85137,S0005-275,0005,,dot,do 1,dat.,,1,,
82068,S0005-144,0005,Dot·gaur,Dot·gaur ,do·,,,1,,
79298,S0005-24,0005,du altrum,du,do 1,,,2,,
79562,S0005-36,0005,dég is du híic,du,do 1,,,2,,
79709,S0005-43,0005,dus·ndersaiged,du,do·,,,2,,
79717,S0005-43,0005,du bethaid,du,do 1,,,2,,
82819,S0005-174,0005,du chúaird,du,do 1,,,2,,
83637,S0005-209,0005,is du mac ,du,2sg.poss.pron.,,,2,,
85254,S0005-284,0005,du[],du,do 1,,,2,,
27784,S0006-10,0006,codufobither,du,do·,,,2,,
27848,S0006-20,0006,7 duaisilbter,du,do·,,,2,,
28176,S0006-62,0006,ol maduintaesiu,du,do·,,,2,,
28937,S0006-196,0006,andumenmarni,du,do·,,,2,,
28962,S0006-201,0006,andunerchain,du,do·,,,2,,
29704,S0006-316,0006,dudchoisgetar,du,do·,,,2,,
30125,S0006-416,0006,dundicfet,du,do·,,,2,,
30166,S0006-418,0006,durímet,du,do·,,,2,,
31077,S0006-576,0006,ac duguidiusiu [leg. duguidisiu],du,2sg.poss.pron.,,,2,,
31106,S0006-583,0006,dutét,du,do·,,,2,,
31720,S0006-678,0006,madurogbusa,du,do·,,,2,,
31746,S0006-681,0006,dusrale,du,do·,,,2,,
32217,S0006-767,0006,dufuibniter,du,do·,,,2,,
32336,S0006-789,0006,duaircet,du,do·,,,2,,
33918,S0006-1029,0006,duduccai,du,do·,,,2,,
34097,S0006-1078,0006,acht ducrechat,du,do·,,,2,,
34127,S0006-1084,0006,dungaitha,du,do·,,,2,,
34378,S0006-1133,0006,lase dufuasailce,du,do·,,,2,,
34473,S0006-1149,0006,oldunaircibed,du,do·,,,2,,
34477,S0006-1150,0006,duaircibed ǽm,du,do·,,,2,,
34708,S0006-1185,0006,duaidbdetar,du,do·,,,2,,
34746,S0006-1188,0006,du insudigthisiu,du,2sg.poss.pron.,,,2,,
34750,S0006-1189,0006,ducrechat,du,do·,,,2,,
34768,S0006-1193,0006,huduúic,du,do·,,,2,,
34958,S0006-1217,0006,duetarrat,du,do·,,,2,,
34976,S0006-1221,0006,dufuisledar,du,do·,,,2,,
35024,S0006-1228,0006,feib dundalla,du,do·,,,2,,
35175,S0006-1255,0006,dudichestar,du,do·,,,2,,
35607,S0006-1318,0006,dugaithatar,du,do·,,,2,,
35620,S0006-1321,0006,duforbaithe,du,do·,,,2,,
35656,S0006-1330,0006,dungaitis,du,do·,,,2,,
35673,S0006-1335,0006,dugaithatar,du,do·,,,2,,
35701,S0006-1342,0006,durinmailc,du,do·,,,2,,
35998,S0006-1412,0006,ho durogbad,du,do·,,,2,,
36216,S0006-1429,0006,dugnither,du,do·,,,2,,
36385,S0006-1459,0006,dufuiarctis,du,do·,,,2,,
36461,S0006-1475,0006,dufoscaiget,du,do·,,,2,,
36531,S0006-1487,0006,codudursed,du,do·,,,2,,
36560,S0006-1493,0006,durairric,du,do·,,,2,,
36630,S0006-1513,0006,dugneth,du,do·,,,2,,
37187,S0006-1616,0006,duadchuridar,du,do·,,,2,,
37374,S0006-1642,0006,dunairced,du,do·,,,2,,
37436,S0006-1654,0006,coduaircemni,du,do·,,,2,,
37643,S0006-1677,0006,codufubath,du,do·,,,2,,
37647,S0006-1677,0006,codufailced,du,do·,,,2,,
37861,S0006-1705,0006,codudí,du,do·,,,2,,
38022,S0006-1732,0006,amal dundchuirethar,du,do·,,,2,,
38458,S0006-1784,0006,duacair,du,do·,,,2,,
38488,S0006-1791,0006,fuduidchestar,du,do·,,,2,,
38720,S0006-1844,0006,andundasepfainn,du,do·,,,2,,
39616,S0006-1972,0006,dugnuissiu ón,du,2sg.poss.pron.,,,2,,
39621,S0006-1972,0006,dufortacht su,du,2sg.poss.pron.,,,2,,
39816,S0006-1998,0006,an dunerissidersu,du,do·,,,2,,
39839,S0006-2002,0006,duthluchedar,du,do·,,,2,,
40252,S0006-2080,0006,duscíath,du,2sg.poss.pron.,,,2,,
40304,S0006-2087,0006,andumsennat,du,do·,,,2,,
40340,S0006-2094,0006,dunaidbditis,du,do·,,,2,,
40450,S0006-2124,0006,dundoichfia,du,do·,,,2,,
40647,S0006-2156,0006,durat,du,do·,,,2,,
40837,S0006-2180,0006,dumberad,du,do·,,,2,,
40868,S0006-2184,0006,dumbera,du,do·,,,2,,
40874,S0006-2184,0006,dumberat,du,do·,,,2,,
40877,S0006-2185,0006,duic [leg. duuic],du,do·,,,2,,
40911,S0006-2188,0006,duadbadar,du,do·,,,2,,
41120,S0006-2235,0006,dusesaínn,du,do·,,,2,,
41122,S0006-2236,0006,duroscainn,du,do·,,,2,,
41168,S0006-2251,0006,duseinned,du,do·,,,2,,
41196,S0006-2257,0006,andundinfet,du,do·,,,2,,
41282,S0006-2272,0006,duberr,du,do·,,,2,,
41502,S0006-2300,0006,duadbat,du,do·,,,2,,
41541,S0006-2304,0006,dunaidbdet,du,do·,,,2,,
41633,S0006-2314,0006,dusnucai,du,do·,,,2,,
41657,S0006-2319,0006,duadbadar,du,do·,,,2,,
41938,S0006-2380,0006,durorbanat,du,do·,,,2,,
42414,S0006-2460,0006,dundechuid,du,do·,,,2,,
42870,S0006-2505,0006,co dummesmidese,du,do·,,,2,,
42944,S0006-2515,0006,amal dunthlaichiursa,du,do·,,,2,,
43007,S0006-2528,0006,amal dunesmar,du,do·,,,2,,
43093,S0006-2541,0006,dudnuic,du,do·,,,2,,
43401,S0006-2602,0006,dundiastae,du,do·,,,2,,
43562,S0006-2622,0006,dutiagat,du,do·,,,2,,
43847,S0006-2654,0006,an dupluintais,du,do·,,,2,,
43950,S0006-2674,0006,dunaircet,du,do·,,,2,,
44048,S0006-2687,0006,du arbuid,du,do·,,,2,,
44458,S0006-2723,0006,duairilbset,du,do·,,,2,,
44491,S0006-2728,0006,duarbaid,du,do·,,,2,,
44587,S0006-2746,0006,duadbat,du,do·,,,2,,
44881,S0006-2800,0006,andurochrechsat,du,do·,,,2,,
45000,S0006-2821,0006,durat,du,do·,,,2,,
45201,S0006-2869,0006,dufuarr,du,do·,,,2,,
